Review,date,Location
"Omar the manager is very unprofessional and rude. While I asked about the amenities I was promised by hotels.com after purchasing the room, I told him the rep lies to me from hotels.com. He kept saying in a very angry voice, WE did not tell you that so don�t blame us! He did this twice. I kept saying �I never said you I said he from hotels.com�. He replied �well...hhmp...just saying...�. He then ignored my call to cancel so o had to keep the room.
  
  Read more
  Read less",2018-12-29,
"We had a great time. Food was amazing. Plan to stay here again when we are in town. 
  
  Read more
  Read less",2018-12-28,
"Perfect location. I was able to get this hotel for an extremely good price, which made it so much better. Location is perfect, clean and awesome view of the Empire State Building + city!
  
  Read more
  Read less",2018-12-28,
"Amazing... Had the Best experience ever. Will definitely stay at the New Yorker again... Very Happy. 
  
  Read more
  Read less",2018-12-28,
"The rooms are so outdated. It needs to be renovated. Great location for shopping.
  
  Read more
  Read less",2018-12-28,
"very near from Disney Springs.
 you can use Disney transport bus to Spring when you go back to the hotel.
  
  Read more
  Read less",2018-12-28,
"IT was neat that it was right in Disney springs but the room quality was poor dark room and no microwave and the price of food in the snack bar area was outrageous
  
  Read more
  Read less",2018-12-28,
"The location is great, the staff was nice and friendly, our only issue was with the room. The walls seemed paper thin, based on us being able to hear everything in the room next to us, even though they were not talking particularly loudly. There were very few options for lighting...one random light fixture was hanging from the ceiling over the bed (lopsided and not centered over the bed) and two recessed lights in the ceiling. That was it, no side table lamps, no reading lamps, nothing. There was wallpaper peeling off the wall, and the bed linens were sub-par. The heating and cooling unit was very noisy and right near my head while I slept. There were no bureaus are other kinds of drawers to put clothing away.
  
  Read more
  Read less",2018-12-28,
"My family of 4 stayed at this hotel for two nights. Room was very clean, neat and efficient. Also, it is very close to everything (i.e. 2 blocks from the train station, MSG). Will definitely return when we visit NYC again. The staff was friendly and helpful too. 
  
  Read more
  Read less",2018-12-28,
"Great stay, close to all the things we wanted to do. Very friendly and helpful staff.
  
  Read more
  Read less",2018-12-28,
"As someone who also works in customer service, it took one of the valet gentlemen to make our stay more hospitable. The front desk may need a refresher on social queues and communication. During my check-in and my return from picking up my fiance from the airport, the front desk was nor rude or friendly. Also, the room was very TIGHT. It's as if they tried to live a minimalist life. I understand we were there for one night but we were disappointed with the space. I don't intend on visiting here again nor do I advise anyone who actually wants to stay in their room to stay here. It is honestly good for somewhere to leave your things, shower, and sleep. The room was clean, they have outdated vending machines (it is 2018, why are we not using card machines??), and I felt like the rooms were secure to leave your belongings. PRO TIP: pay attention to the diagram taped down on top of the front desk; it is how you use the shower. Seriously.
  
  Read more
  Read less",2018-12-28,
"This is the worst place I have stayed in a long time for a $200/ nite room it was a dump.the door had been kicked in previously and their repair was to put screws in the broken sprinters of wood to patch it up didn't work you could not even lock the door. The sink had standing water in it when we arrived. The room was dirty. In general. Beware if you book here the pics you see are not the rooms you get. The staff isn't very rude. We had a package delivered there prior to our arrival. Once fed ex delivered I called to confirm they said yes we have it. Upon check it they did not have any idea what were talking about the after arguing they said oh yea it's in reviving we will send it right up after two hours they informed us that receiving was closed and we would have to wait til the next day. Then at 11:45 pm they said well you can come get it if you want I guess. Tried to reach mgt but was told no one was available. Had hotels.com try to reach the hotel and it even took them two hours to try to reach someone at the property. Thank god for hotels.com the got me early check ou with refund and moved to a lot nicer hotel even though it was not a ""4 star resort"" the new hotel was 100% a lot nicer place to stay I will never stay at this place again and I will advise everyone's I know to stay far away from here thank you hotels.com for saving our vacation 
  
  Read more
  Read less",2018-12-28,
"Excelente localiza��o. Quarto limpo. Corredores do hotel cheiram a mofo.
  
  Read more
  Read less",2018-12-28,
"There was either blood or hair dye on the shower curtains, the towels had certain stains. Also found stains on the bed comforter and the bed liner.
  
  Read more
  Read less",2018-12-28,
"It was good and clean room very nice but the cable was off could not see tv for 2 days and the front desk said it was the cable company but I don�t think so. The parking I did not like could not find a place to park my car to many guest not enough parking.
  
  Read more
  Read less",2018-12-28,
"L'emplacement est excellent je le recommande � tous
  
  Read more
  Read less",2018-12-27,
"vg
  
  Read more
  Read less",2018-12-27,
"The hotel location was top notch! We were able to easily get to Times Square and The Staten Island Ferry with two small kids and no stroller. Located across the street from Madison Square Gardens, view of the Empire State Building, and subway access points all over. 
 
 And the staff was extra accommodating (thank you Ms. Linda!!).
  
  Read more
  Read less",2018-12-27,
"Great location I had been in this hotel many time and I like it so much but first time I don�t have good attention with front desk staff. Everything was excellent for Christmas vacation.
  
  Read more
  Read less",2018-12-27,
"Rooms are old, echoing noise for other rooms.
 Really expensive food for what it is.
  
  Read more
  Read less",2018-12-27,
"Good location and good value.
 Just 5mins walk to Disney Spring
  
  Read more
  Read less",2018-12-27,
"Desk chair was in bad condition. Not many tv channels available.
  
  Read more
  Read less",2018-12-27,
"Tolles Zimmer, Fr�hst�cksbuffet etwas wenig an auswahl
  
  Read more
  Read less",2018-12-27,
"Everything was excellent at this property. Will definitely stay there again.
  
  Read more
  Read less",2018-12-27,
"Great staff! Very friendly. Love the outdoor patios from room.
  
  Read more
  Read less",2018-12-27,
"Very friendly staff and a comfortable bed. Only there overnight so we didn�t get a chance to explore the resort, but it looked nice from our balcony.
  
  Read more
  Read less",2018-12-27,
