Review,Sentiment,Confidence Score,Emotion1,Emotion_conf1,Emotion2,Emotion_conf2,date,Location
"Clean, Nice Room. Great Staff. Everything in the room worked. It was a great stay. Beautiful courtyard too.
  
  Read more
  Read less",POSITIVE,0.999629021,upset,0.443068027,satisfied,0.24883984,27-11-2018,Berkeley
"Pretty nice hotel. Close to the airport. Good price through Orbitz.
  
  Read more
  Read less",NEGATIVE,0.578968287,upset,0.589194238,anger,0.214545727,27-11-2018,CO
"Central for everything you want to do in New York. For our first time there we are very pleased about our choice of hotel. Shower is a bit dodgy though. Reminds me of a burst leaking pipe! Room was immaculate. We were on the 21st floor which is slightly dated but with the level of cleanliness we and grumble. The plug sockets were not great. Whatever you have plugged in keeps falling out so you have to be really careful! We were faced with a hidden facility charge and as a good will gesture the bill was halved as the facility charge includes everything we had no intention of using i.e conference room, gym, room telephone etc and unfortunately it is a mandatory fee. I would stay in the hotel again.
  
  Read more
  Read less",NEGATIVE,0.987023473,upset,0.425220519,satisfied,0.279526204,27-11-2018,London
"Centralissimo. Comodo. Pulito. Un po� datato ma confortevole. Personale gentilissimo.
  
  Read more
  Read less",NEGATIVE,0.996488094,happy,0.473630518,satisfied,0.331450254,27-11-2018,Bardonecchia
"Always stay there. Great hotel and staff and where we like to be in NYC
  
  Read more
  Read less",NEGATIVE,0.952059925,upset,0.522640169,satisfied,0.220262498,27-11-2018,Canada
"I liked the parking space provided. There was no complimentary breakfast, which I thought would be included. The room was cleaned daily.
  
  Read more
  Read less",NEGATIVE,0.993123531,upset,0.630467534,satisfied,0.160961464,27-11-2018,New York City
"I stayed in room 115 and was disappointed at the up keep of the room. The sink does not have a faucet that is barely long enough to reach into the sink so every time I turned the water on it would get onto the counter top. Also there was broken tiles on the corner of the bathroom.
  
  Read more
  Read less",NEGATIVE,0.99950552,upset,0.903253019,anger,0.078865007,27-11-2018,Oklahoma
"Everything was as expected and/or exceeded expectations ;-) Thank U!
  
  Read more
  Read less",NEGATIVE,0.982625246,satisfied,0.80549705,happy,0.162056282,27-11-2018,"San Jose, CA"
"The address provided isn't recognizable so call ahead and make sure you get the exact number. overall the front desk staff wasn't the most professional. There is a langue barrier and they are slow. Waited 20 mins to check in gave me the wrong key had to go back down. they place 100 holds on your card when you get there. The room was extremely small. the TV channels didn't work. Luckily I only had to stay there for a few hours due to a long layover.I wouldn't stay here anything more than 24hrs
  
  Read more
  Read less",NEGATIVE,0.99956274,upset,0.671109974,happy,0.119203791,27-11-2018,"Chicago, us"
"il n'y avait pas tout le mat�riel d�crit dans la chambre; ils ont laiss� un plateau de repas vide par terre dans le couloir pendant deux jours devant la porte d'une chambre . O� sont les gens qui supervisent ?? c�t� mat�riel : un mini frigo dans les chambres mais qui est plut�t un petit freezer . On ne peut pas y mettre grand chose.
  
  Read more
  Read less",NEGATIVE,0.994469166,upset,0.679977536,anger,0.204641536,27-11-2018,miami
"Nice Room and swimming pools; HOWEVER SHUTTLE BUS SERVICE IS MISLEADING!!!!!!!
  
  Read more
  Read less",NEGATIVE,0.997465491,upset,0.879560351,anger,0.109880082,26-11-2018,"Sunrise, FL"
"Everything about this property is pristine... we have enjoyed Wyndham Bonnet Creek as our home away from home stay-cation for several years now and love it... the Blue Harmony spa is unrivaled as far as I�m concerned when it comes to Spas... 5 stars all around
  
  Read more
  Read less",POSITIVE,0.99048996,satisfied,0.643959939,happy,0.144313678,26-11-2018,Longwood
"I really liked how the rooms surrounded the pool. Felt secure with the Fencing around the property as well. The furniture in the room was really nice. A very comfortable stay.
  
  Read more
  Read less",POSITIVE,0.999793947,upset,0.414738119,satisfied,0.32224521,26-11-2018,Hollister
"Very nice option for staying in San Jose. Property and staff most friendly. Decent food! Only downside is that during my stay housekeeping skipped my room two days running. First was thanksgiving and I was late (noon) in leaving room so figured staff were anxious to be done and get home for the holiday but happened again next day when leaving room was not an issue.
  
  Read more
  Read less",NEGATIVE,0.993697524,upset,0.64004761,happy,0.167287201,26-11-2018,Miami
"Great location. Our room was ready even though we arrived several hours before check in. Staff was very friendly. Restaurants in the hotel kept us from having to brave the bitter cold with our children. Arrangement with parking garage across the street was fairly affordable by NYC parking standards. The room wasn�t the most up-to-date, but it was clean and everything worked and we enjoyed some of the more vintage features. Besides, who goes to NYC and spends more time in their room than exploring the city? 11/10 would definitely stay here again. 
  
  Read more
  Read less",POSITIVE,0.999526918,satisfied,0.402050048,upset,0.340289116,26-11-2018,NC
"As the saying goes: Location, Location, Location! It was the initial draw of the hotel for us and it didn�t disappoint - the other amenities were gravy. 
 
 The New Yorker is located right near Penn station, making exploring the rest of Manhattan a breeze. 
 
 The room was quite small and a bit dated, but we didn�t go to NYC to spend a lot of time in our hotel room. It was clean and provided what was needed: a warm shower and a place to lay our heads after full days of walking and sightseeing. 
 
 The staff was friendly and accommodating. 
 
 There is a gym in the building equipped with elliptical, treadmills, stationary bikes, free weights, and various machines (shoulder press, chest press, lat pull down, quad extension, etc.). 
 
 If you�re planning on staying here, you should!
  
  Read more
  Read less",POSITIVE,0.998176098,satisfied,0.570489466,upset,0.205215871,26-11-2018,"Hamilton, ON, Canada"
"Atencion excelente,habitacion bien a excepcion de cama muy incomoda por tener colchon vencido, muy blando y disparejo
  
  Read more
  Read less",NEGATIVE,0.998469949,upset,0.630237162,satisfied,0.290852338,26-11-2018,mexico
"Enjoyed our stay at this hotel and would definitely recommend it. Hotel staff were very helpful and polite. The room was cleaned every day.Very good location and roughly 10 minute walk to Times Square.
  
  Read more
  Read less",POSITIVE,0.998697579,satisfied,0.472004563,happy,0.247295469,26-11-2018,London
"Everything was great but a complimentary breakfast would have been nice.
  
  Read more
  Read less",POSITIVE,0.765171051,upset,0.732297003,anger,0.150682017,26-11-2018,"Santa Maria, California"
"I stayed with my family in two rooms last week and there was a strong cleaning odour in both rooms. In one of the rooms it was very strong and toxic - in fact, was burning my eyes. Front desk didn't seem that interested when I told them about it. Rooms and hotels seem very tired and not that clean. Front desk at check in was very pleasant and friendly.
  
  Read more
  Read less",POSITIVE,0.955553651,upset,0.802581251,anger,0.117716044,26-11-2018,Toronto
"Very nice and clean. Beautiful lobby. The front desk staff was very nice and the hotel was quiet. The room was Bert clean. The provide water in the room. It was a great stay. I will stay there again. 
  
  Read more
  Read less",POSITIVE,0.997014225,satisfied,0.437163144,upset,0.325801939,26-11-2018,"Redding, CA"
"The rooms are much too small... we had to get a handicap room to give us some breathing room...
  
  Read more
  Read less",NEGATIVE,0.999741733,upset,0.903789401,anger,0.072341107,26-11-2018,Bananas
"Looks were deceiving with this hotel. The lobby is nice and clean but the rooms were horrifying. It feels like a motel (your door opens to outside the building not in a hotel hallway). Cleanliness and upgrades are majorly lacking at this hotel. I would not recommend.
  
  Read more
  Read less",NEGATIVE,0.999536037,upset,0.849330842,anger,0.098931558,26-11-2018,Vancouver
"Liked the pool;restaurant. The staff was pleasant. The room was old and dated. The area and room we stayed at was awful.
  
  Read more
  Read less",NEGATIVE,0.989310503,upset,0.643757761,anger,0.143047944,26-11-2018,Florida
"After I arrived at the location and checked into my room I received a knock on my room by the local police who stated that they had received a complaint about noise coming from my room. I ask the police officer who made the complaint and they said that someone called them and that we were to loud and that they didn't want to have to come back to my room again
 
 I was in shock when they mentioned that I was making noise late at night and that someone made a complaint.
 
 I didn't quite understand why they had been summons to come to my room when I only checked in 1 hour ago and spent most of that time unpacking and preparing for my business meeting for the next day.
 
 I asked the office who lodged such a complaint and when they arrived at the door did they detect any load disturbing noise
 
 They replied that someone complained and that they don't want to have to come back.
 
 After I assured them that they would not be coming back to my room for any reason they left and I returned inside the room (1265)
 
 I didn't know what to think of the encounter so I called the front desk and ask if there had been a complaint about me or my room and was the night attendant, who checked me in,aware of any complaint made that required the police. He said that he did not know of any incident that require police intervention in particular to my room. I asked if he could look into this for me and get back to me before I checked out in the morning he said ok he would look into it. So far nothing
  
  Read more
  Read less",NEGATIVE,0.997439086,upset,0.576444805,anger,0.206695884,26-11-2018,"New York, NY"
